trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
902,False,"{'a': 0.9, 'e': 0.40557425568673633}",20,15,8.31011009277437,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,False,"{'a': 0.9, 'e': 0.4051686814310496}",20,6,-16.285348314570474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
904,False,"{'a': 0.9, 'e': 0.4047635127496186}",20,12,-40.971243523745926,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
905,False,"{'a': 0.9, 'e': 0.40435874923686893}",20,10,-32.15583091662948,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
906,False,"{'a': 0.9, 'e': 0.40395439048763204}",30,3,38.365175135608084,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
907,False,"{'a': 0.9, 'e': 0.4035504360971444}",25,9,23.866518099847298,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
908,False,"{'a': 0.9, 'e': 0.4031468856610473}",25,-3,47.012887901352734,"{0: 28, 1: 0, 2: 0, 3: 0, 4: 0}",0
909,False,"{'a': 0.9, 'e': 0.4027437387753862}",25,-7,-61.70889548851588,"{0: 26, 1: 0, 2: 3, 3: 2, 4: 1}",0
910,False,"{'a': 0.9, 'e': 0.40234099503661086}",20,8,-33.90183788809641,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
911,False,"{'a': 0.9, 'e': 0.40193865404157425}",20,9,-93.83045042576245,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 2}",1
912,False,"{'a': 0.9, 'e': 0.40153671538753266}",25,12,-25.279225919313486,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
913,False,"{'a': 0.9, 'e': 0.40113517867214515}",30,19,-34.47095671127332,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 1}",1
914,False,"{'a': 0.9, 'e': 0.40073404349347297}",30,2,-82.32157700504447,"{0: 20, 1: 1, 2: 5, 3: 1, 4: 1}",1
915,False,"{'a': 0.9, 'e': 0.4003333094499795}",20,-3,12.920079040755194,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",0
916,False,"{'a': 0.9, 'e': 0.39993297614052953}",25,-4,-56.20681012192839,"{0: 23, 1: 1, 2: 3, 3: 1, 4: 1}",0
917,False,"{'a': 0.9, 'e': 0.39953304316438903}",20,-6,9.560561533419882,"{0: 23, 1: 1, 2: 1, 3: 1, 4: 0}",0
918,False,"{'a': 0.9, 'e': 0.3991335101212246}",35,20,-24.62343047931124,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
919,False,"{'a': 0.9, 'e': 0.3987343766111034}",35,14,13.460027136240113,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
920,False,"{'a': 0.9, 'e': 0.3983356422344923}",20,5,-44.011712429105664,"{0: 10, 1: 1, 2: 2, 3: 2, 4: 0}",1
921,False,"{'a': 0.9, 'e': 0.3979373065922578}",30,17,2.3627282071309392,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
922,False,"{'a': 0.9, 'e': 0.3975393692856655}",30,4,-35.0243423125713,"{0: 20, 1: 3, 2: 2, 3: 0, 4: 1}",1
923,False,"{'a': 0.9, 'e': 0.39714182991637986}",25,20,9.506118405766895,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,False,"{'a': 0.9, 'e': 0.3967446880864635}",25,4,-42.38602958117046,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 2}",1
925,False,"{'a': 0.9, 'e': 0.39634794339837703}",25,6,-25.30203761718093,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 0}",1
926,False,"{'a': 0.9, 'e': 0.39595159545497866}",20,11,20.10072077262178,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,False,"{'a': 0.9, 'e': 0.3955556438595237}",25,10,11.627997478607362,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
928,False,"{'a': 0.9, 'e': 0.3951600882156642}",25,-5,-44.62229899060512,"{0: 24, 1: 3, 2: 1, 3: 1, 4: 1}",0
929,False,"{'a': 0.9, 'e': 0.39476492812744846}",20,5,-57.03094283146054,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
930,False,"{'a': 0.9, 'e': 0.39437016319932106}",25,-7,-25.511464768737888,"{0: 28, 1: 1, 2: 1, 3: 1, 4: 1}",0
931,False,"{'a': 0.9, 'e': 0.39397579303612174}",25,10,8.204104790884045,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
932,False,"{'a': 0.9, 'e': 0.3935818172430856}",20,8,-5.928303140317869,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
933,False,"{'a': 0.9, 'e': 0.3931882354258425}",20,-18,-2.2131610197767357,"{0: 31, 1: 2, 2: 5, 3: 0, 4: 0}",0
934,False,"{'a': 0.9, 'e': 0.39279504719041664}",20,-32,-142.4535216043337,"{0: 41, 1: 3, 2: 4, 3: 0, 4: 4}",0
935,False,"{'a': 0.9, 'e': 0.39240225214322627}",30,19,-44.94911504270891,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 1}",1
936,False,"{'a': 0.9, 'e': 0.392009849891083}",25,-100,-53.26900255623826,"{0: 111, 1: 4, 2: 6, 3: 0, 4: 4}",0
937,False,"{'a': 0.9, 'e': 0.39161784004119193}",20,-4,23.62632234337378,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 0}",0
938,False,"{'a': 0.9, 'e': 0.3912262222011507}",25,16,2.081982463173804,"{0: 7, 1: 2, 2: 0, 3: 0, 4: 0}",1
939,False,"{'a': 0.9, 'e': 0.3908349959789496}",20,-21,-1.37423868291392,"{0: 34, 1: 3, 2: 4, 3: 0, 4: 0}",0
940,False,"{'a': 0.9, 'e': 0.39044416098297063}",20,0,-46.44661961671708,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",1
941,False,"{'a': 0.9, 'e': 0.3900537168219877}",25,10,20.257136795073688,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
942,False,"{'a': 0.9, 'e': 0.3896636631051657}",20,-3,35.58098809628383,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",0
943,False,"{'a': 0.9, 'e': 0.38927399944206054}",25,12,-87.6017325740831,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 2}",1
944,False,"{'a': 0.9, 'e': 0.38888472544261843}",25,6,-60.987458720492,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
945,False,"{'a': 0.9, 'e': 0.38849584071717586}",25,5,-14.004396754645326,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",1
946,False,"{'a': 0.9, 'e': 0.38810734487645865}",25,-3,28.255233560752483,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",0
947,False,"{'a': 0.9, 'e': 0.3877192375315822}",20,1,17.078276818077967,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
948,False,"{'a': 0.9, 'e': 0.3873315182940506}",25,14,-53.931274324161464,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 1}",1
949,False,"{'a': 0.9, 'e': 0.3869441867757566}",20,-23,-29.67298166500038,"{0: 36, 1: 1, 2: 5, 3: 0, 4: 1}",0
950,False,"{'a': 0.9, 'e': 0.38655724258898083}",25,11,2.9429513686910393,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
951,False,"{'a': 0.9, 'e': 0.3861706853463918}",20,11,5.732605584398238,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
952,False,"{'a': 0.9, 'e': 0.38578451466104546}",20,-19,21.499064292963222,"{0: 35, 1: 0, 2: 4, 3: 0, 4: 0}",0
953,False,"{'a': 0.9, 'e': 0.38539873014638437}",30,-4,-37.14595106004934,"{0: 28, 1: 0, 2: 3, 3: 3, 4: 0}",0
954,False,"{'a': 0.9, 'e': 0.385013331416238}",20,-6,-24.321229625895214,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",0
955,False,"{'a': 0.9, 'e': 0.3846283180848218}",25,-29,-23.775448721926626,"{0: 46, 1: 1, 2: 6, 3: 0, 4: 1}",0
956,False,"{'a': 0.9, 'e': 0.38424368976673695}",30,6,4.997817447427333,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 0}",1
957,False,"{'a': 0.9, 'e': 0.3838594460769702}",25,13,-31.01844225014593,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
958,False,"{'a': 0.9, 'e': 0.38347558663089326}",20,6,-50.028258888494136,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 1}",1
959,False,"{'a': 0.9, 'e': 0.38309211104426233}",25,-14,40.228122558280205,"{0: 36, 1: 0, 2: 3, 3: 0, 4: 0}",0
960,False,"{'a': 0.9, 'e': 0.38270901893321807}",25,-8,-12.636011306748724,"{0: 29, 1: 1, 2: 2, 3: 0, 4: 1}",0
961,False,"{'a': 0.9, 'e': 0.38232630991428485}",20,8,11.463881197194961,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
962,False,"{'a': 0.9, 'e': 0.3819439836043706}",20,-15,9.497728966402748,"{0: 29, 1: 4, 2: 2, 3: 0, 4: 0}",0
963,False,"{'a': 0.9, 'e': 0.38156203962076624}",20,-27,-5.390848999966191,"{0: 40, 1: 0, 2: 7, 3: 0, 4: 0}",0
964,False,"{'a': 0.9, 'e': 0.3811804775811454}",20,2,-10.765810767462881,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
965,False,"{'a': 0.9, 'e': 0.3807992971035643}",25,-28,4.499849920387254,"{0: 46, 1: 2, 2: 4, 3: 1, 4: 0}",0
966,False,"{'a': 0.9, 'e': 0.38041849780646075}",20,10,16.454011332925585,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
967,False,"{'a': 0.9, 'e': 0.3800380793086543}",25,14,-23.036140095658965,"{0: 7, 1: 1, 2: 3, 3: 0, 4: 0}",1
968,False,"{'a': 0.9, 'e': 0.3796580412293456}",30,10,-5.2825050217859495,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
969,False,"{'a': 0.9, 'e': 0.3792783831881163}",25,-23,1.9333811388629403,"{0: 43, 1: 2, 2: 2, 3: 0, 4: 1}",0
970,False,"{'a': 0.9, 'e': 0.37889910480492817}",20,8,-6.839706155441769,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
971,False,"{'a': 0.9, 'e': 0.37852020570012324}",20,16,5.598381996227321,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
972,False,"{'a': 0.9, 'e': 0.3781416854944231}",30,-5,-55.45838770229652,"{0: 28, 1: 1, 2: 4, 3: 1, 4: 1}",0
973,False,"{'a': 0.9, 'e': 0.3777635438089287}",20,11,7.272041746726532,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
974,False,"{'a': 0.9, 'e': 0.37738578026511976}",25,15,2.132423492837265,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
975,False,"{'a': 0.9, 'e': 0.3770083944848546}",25,-43,-28.762683603239918,"{0: 58, 1: 1, 2: 7, 3: 2, 4: 0}",0
976,False,"{'a': 0.9, 'e': 0.3766313860903698}",30,-5,-130.18941874285474,"{0: 23, 1: 1, 2: 9, 3: 0, 4: 2}",0
977,False,"{'a': 0.9, 'e': 0.3762547547042794}",20,-6,-105.53207188264673,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 2}",0
978,False,"{'a': 0.9, 'e': 0.3758784999495751}",20,6,18.54363876571998,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
979,False,"{'a': 0.9, 'e': 0.37550262144962554}",25,13,-80.51899106837355,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 2}",1
980,False,"{'a': 0.9, 'e': 0.3751271188281759}",20,-24,-99.46638372681024,"{0: 34, 1: 1, 2: 7, 3: 0, 4: 2}",0
981,False,"{'a': 0.9, 'e': 0.37475199170934775}",25,-13,-65.31230538140053,"{0: 29, 1: 3, 2: 4, 3: 1, 4: 1}",0
982,False,"{'a': 0.9, 'e': 0.3743772397176384}",20,8,5.827460229043484,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
983,False,"{'a': 0.9, 'e': 0.37400286247792075}",20,-1,-29.96918759477073,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 1}",1
984,False,"{'a': 0.9, 'e': 0.37362885961544284}",35,13,-98.14506324906002,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 2}",1
985,False,"{'a': 0.9, 'e': 0.3732552307558274}",20,0,9.409150130762113,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
986,False,"{'a': 0.9, 'e': 0.3728819755250716}",20,-3,-7.136984225400819,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 1}",0
987,False,"{'a': 0.9, 'e': 0.3725090935495465}",20,-11,-13.780306289990545,"{0: 26, 1: 0, 2: 4, 3: 1, 4: 0}",0
988,False,"{'a': 0.9, 'e': 0.37213658445599695}",20,6,14.910226996000022,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
989,False,"{'a': 0.9, 'e': 0.37176444787154095}",35,22,10.832163306799181,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
990,False,"{'a': 0.9, 'e': 0.37139268342366943}",30,11,-15.520150504325368,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
991,False,"{'a': 0.9, 'e': 0.37102129074024576}",25,16,-19.677453521497238,"{0: 5, 1: 2, 2: 2, 3: 0, 4: 0}",1
992,False,"{'a': 0.9, 'e': 0.3706502694495055}",20,13,6.064369888893349,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
993,False,"{'a': 0.9, 'e': 0.370279619180056}",20,14,10.705740366652272,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
994,False,"{'a': 0.9, 'e': 0.3699093395608759}",25,2,-11.186559645632565,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",1
995,False,"{'a': 0.9, 'e': 0.3695394302213151}",25,10,-11.6571145342135,"{0: 12, 1: 0, 2: 3, 3: 0, 4: 0}",1
996,False,"{'a': 0.9, 'e': 0.36916989079109375}",25,13,-38.47175232607288,"{0: 8, 1: 0, 2: 3, 3: 1, 4: 0}",1
997,False,"{'a': 0.9, 'e': 0.36880072090030264}",20,10,20.50653868733397,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
998,False,"{'a': 0.9, 'e': 0.36843192017940235}",20,3,-28.62734000781255,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 1}",1
999,False,"{'a': 0.9, 'e': 0.3680634882592229}",20,-5,-16.35541751817326,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
1000,False,"{'a': 0.9, 'e': 0.36769542477096373}",30,18,-21.38832563998658,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
1001,False,"{'a': 0.9, 'e': 0.36732772934619273}",20,-2,-55.87725704857075,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",0
1002,False,"{'a': 0.9, 'e': 0.36696040161684657}",25,20,10.190831372673058,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1003,False,"{'a': 0.9, 'e': 0.3665934412152297}",20,14,-34.7084825909837,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1004,False,"{'a': 0.9, 'e': 0.3662268477740145}",30,17,1.8878702050408973,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
1005,False,"{'a': 0.9, 'e': 0.36586062092624044}",20,8,16.2340666888785,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
1006,False,"{'a': 0.9, 'e': 0.36549476030531425}",20,9,-73.83392313255524,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
1007,False,"{'a': 0.9, 'e': 0.3651292655450089}",20,14,1.3219390443364092,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
1008,False,"{'a': 0.9, 'e': 0.3647641362794639}",20,8,-49.30618979071067,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 1}",1
1009,False,"{'a': 0.9, 'e': 0.36439937214318446}",20,-3,-37.08336717246755,"{0: 18, 1: 2, 2: 2, 3: 0, 4: 1}",0
1010,False,"{'a': 0.9, 'e': 0.36403497277104124}",25,10,-6.168552411605849,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1011,False,"{'a': 0.9, 'e': 0.3636709377982702}",25,4,27.986492176903063,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1012,False,"{'a': 0.9, 'e': 0.36330726686047193}",25,10,-5.529494158270552,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
1013,False,"{'a': 0.9, 'e': 0.3629439595936115}",30,-2,10.048697426201645,"{0: 27, 1: 3, 2: 2, 3: 0, 4: 0}",0
1014,False,"{'a': 0.9, 'e': 0.36258101563401784}",25,13,-39.03325327337506,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 1}",1
1015,False,"{'a': 0.9, 'e': 0.3622184346183838}",30,1,-16.570492543161972,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 1}",1
1016,False,"{'a': 0.9, 'e': 0.36185621618376546}",20,-1,24.324927831965233,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1017,False,"{'a': 0.9, 'e': 0.36149435996758167}",20,3,-93.75509688868596,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 2}",1
1018,False,"{'a': 0.9, 'e': 0.3611328656076141}",20,-13,-40.164442226610745,"{0: 27, 1: 0, 2: 5, 3: 0, 4: 1}",0
1019,False,"{'a': 0.9, 'e': 0.36077173274200647}",30,22,15.746376330855977,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1020,False,"{'a': 0.9, 'e': 0.3604109610092645}",20,-2,-5.9845085457250615,"{0: 19, 1: 0, 2: 2, 3: 1, 4: 0}",0
1021,False,"{'a': 0.9, 'e': 0.3600505500482552}",25,15,-6.20658226929353,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
1022,False,"{'a': 0.9, 'e': 0.359690499498207}",30,-3,-5.201376760675403,"{0: 30, 1: 1, 2: 1, 3: 0, 4: 1}",0
1023,False,"{'a': 0.9, 'e': 0.3593308089987088}",25,5,-29.57830697816012,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
1024,False,"{'a': 0.9, 'e': 0.35897147818971004}",20,-7,-17.765800081192054,"{0: 23, 1: 0, 2: 3, 3: 1, 4: 0}",0
1025,False,"{'a': 0.9, 'e': 0.35861250671152034}",20,1,11.647552979446322,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
1026,False,"{'a': 0.9, 'e': 0.3582538942048088}",25,14,-4.483271247262389,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1027,False,"{'a': 0.9, 'e': 0.357895640310604}",20,7,-84.54975513585637,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 2}",1
1028,False,"{'a': 0.9, 'e': 0.3575377446702934}",20,15,0.537178038961895,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1029,False,"{'a': 0.9, 'e': 0.35718020692562313}",25,13,-34.488128683572,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 1}",1
1030,False,"{'a': 0.9, 'e': 0.3568230267186975}",25,15,16.861820443902626,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1031,False,"{'a': 0.9, 'e': 0.3564662036919788}",25,6,-16.92233602748063,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 0}",1
1032,False,"{'a': 0.9, 'e': 0.35610973748828684}",30,14,-56.99348242854297,"{0: 11, 1: 0, 2: 4, 3: 0, 4: 1}",1
1033,False,"{'a': 0.9, 'e': 0.35575362775079855}",20,2,-27.625966241183256,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
1034,False,"{'a': 0.9, 'e': 0.35539787412304774}",25,15,12.162631442179794,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1035,False,"{'a': 0.9, 'e': 0.35504247624892465}",25,7,15.790815079765416,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1036,False,"{'a': 0.9, 'e': 0.35468743377267575}",25,8,12.803676353616959,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1037,False,"{'a': 0.9, 'e': 0.3543327463389031}",20,6,-9.431697249228314,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
1038,False,"{'a': 0.9, 'e': 0.35397841359256416}",20,-13,-150.71710500866195,"{0: 23, 1: 2, 2: 4, 3: 1, 4: 3}",0
1039,False,"{'a': 0.9, 'e': 0.35362443517897163}",25,3,14.898243778788371,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
1040,False,"{'a': 0.9, 'e': 0.35327081074379263}",20,16,7.663773161850508,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1041,False,"{'a': 0.9, 'e': 0.35291753993304886}",25,8,-20.437376897068834,"{0: 13, 1: 1, 2: 2, 3: 1, 4: 0}",1
1042,False,"{'a': 0.9, 'e': 0.3525646223931158}",20,-23,15.813348625142877,"{0: 37, 1: 2, 2: 4, 3: 0, 4: 0}",0
1043,False,"{'a': 0.9, 'e': 0.3522120577707227}",20,3,26.07830501225512,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1044,False,"{'a': 0.9, 'e': 0.351859845712952}",35,17,-10.078049257303542,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
1045,False,"{'a': 0.9, 'e': 0.351507985867239}",25,18,-4.406022757246268,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
1046,False,"{'a': 0.9, 'e': 0.3511564778813718}",20,-17,-60.62034092831062,"{0: 31, 1: 0, 2: 4, 3: 0, 4: 2}",0
1047,False,"{'a': 0.9, 'e': 0.3508053214034904}",20,-1,27.874388545932906,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1048,False,"{'a': 0.9, 'e': 0.3504545160820869}",20,-9,-33.69913402071659,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 1}",0
1049,False,"{'a': 0.9, 'e': 0.3501040615660048}",20,14,-30.044797963119215,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
1050,False,"{'a': 0.9, 'e': 0.34975395750443883}",20,2,25.022344518743513,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1051,False,"{'a': 0.9, 'e': 0.34940420354693436}",30,13,14.36373704815433,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
1052,False,"{'a': 0.9, 'e': 0.34905479934338746}",25,-6,-57.43367667015778,"{0: 25, 1: 2, 2: 1, 3: 2, 4: 1}",0
1053,False,"{'a': 0.9, 'e': 0.34870574454404407}",20,12,2.6488096573032403,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1054,False,"{'a': 0.9, 'e': 0.34835703879950003}",20,15,3.4074799201381163,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
1055,False,"{'a': 0.9, 'e': 0.3480086817607005}",20,-46,34.34904867982706,"{0: 60, 1: 2, 2: 3, 3: 1, 4: 0}",0
1056,False,"{'a': 0.9, 'e': 0.34766067307893983}",20,11,17.683033565170717,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1057,False,"{'a': 0.9, 'e': 0.3473130124058609}",20,6,-14.246518758873922,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
1058,False,"{'a': 0.9, 'e': 0.346965699393455}",25,20,9.33668401568502,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1059,False,"{'a': 0.9, 'e': 0.34661873369406154}",25,13,-6.861021452205334,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
1060,False,"{'a': 0.9, 'e': 0.34627211496036747}",25,12,-32.81588354932621,"{0: 9, 1: 0, 2: 3, 3: 1, 4: 0}",1
1061,False,"{'a': 0.9, 'e': 0.3459258428454071}",25,15,10.612151823127547,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
1062,False,"{'a': 0.9, 'e': 0.3455799170025617}",20,9,9.416043231676579,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1063,False,"{'a': 0.9, 'e': 0.3452343370855592}",20,5,2.738734450100789,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
1064,False,"{'a': 0.9, 'e': 0.34488910274847356}",20,8,-36.12615818563034,"{0: 7, 1: 0, 2: 5, 3: 0, 4: 0}",1
1065,False,"{'a': 0.9, 'e': 0.34454421364572513}",25,-5,-52.97607851044218,"{0: 26, 1: 0, 2: 2, 3: 0, 4: 2}",0
1066,False,"{'a': 0.9, 'e': 0.3441996694320794}",25,3,-19.000440166034807,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 1}",1
1067,False,"{'a': 0.9, 'e': 0.3438554697626473}",25,15,18.256404269783044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1068,False,"{'a': 0.9, 'e': 0.3435116142928847}",30,-1,-65.20019166619177,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 2}",1
1069,False,"{'a': 0.9, 'e': 0.34316810267859177}",20,-4,6.878009054737974,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 0}",0
1070,False,"{'a': 0.9, 'e': 0.3428249345759132}",25,10,-39.266520928929374,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 1}",1
1071,False,"{'a': 0.9, 'e': 0.3424821096413373}",25,2,-60.16365500016486,"{0: 18, 1: 3, 2: 0, 3: 0, 4: 2}",1
1072,False,"{'a': 0.9, 'e': 0.3421396275316959}",20,-28,-18.46113136139353,"{0: 39, 1: 2, 2: 6, 3: 1, 4: 0}",0
1073,False,"{'a': 0.9, 'e': 0.34179748790416425}",20,4,7.063984017666988,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
1074,False,"{'a': 0.9, 'e': 0.34145569041626006}",30,7,9.172464150375234,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 0}",1
1075,False,"{'a': 0.9, 'e': 0.3411142347258438}",25,3,9.45503509352125,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",1
1076,False,"{'a': 0.9, 'e': 0.34077312049111796}",25,14,6.991073293871103,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
1077,False,"{'a': 0.9, 'e': 0.34043234737062683}",35,25,18.21313470151872,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1078,False,"{'a': 0.9, 'e': 0.3400919150232562}",25,19,8.970918453046389,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1079,False,"{'a': 0.9, 'e': 0.339751823108233}",30,-7,10.453949771729445,"{0: 32, 1: 2, 2: 3, 3: 0, 4: 0}",0
1080,False,"{'a': 0.9, 'e': 0.33941207128512474}",25,13,14.793050019862676,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1081,False,"{'a': 0.9, 'e': 0.3390726592138396}",25,-27,6.261569945490909,"{0: 44, 1: 2, 2: 6, 3: 0, 4: 0}",0
1082,False,"{'a': 0.9, 'e': 0.33873358655462577}",20,8,-19.968715625983986,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1083,False,"{'a': 0.9, 'e': 0.33839485296807115}",25,2,-79.46389249651087,"{0: 17, 1: 1, 2: 3, 3: 0, 4: 2}",1
