trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
719,False,"{'a': 0.9, 'e': 0.487064003823277}",30,20,11.087087689293783,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.9, 'e': 0.4865769398194537}",20,6,-63.38447734802744,"{0: 9, 1: 2, 2: 1, 3: 1, 4: 1}",1
721,False,"{'a': 0.9, 'e': 0.48609036287963425}",20,-22,-75.84445089612029,"{0: 32, 1: 3, 2: 5, 3: 1, 4: 1}",0
722,False,"{'a': 0.9, 'e': 0.48560427251675464}",20,-4,-12.828154587620539,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 0}",0
723,False,"{'a': 0.9, 'e': 0.4851186682442379}",30,18,9.674805077216137,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.9, 'e': 0.48463354957599364}",35,10,-101.1771645312164,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",1
725,False,"{'a': 0.9, 'e': 0.48414891602641763}",25,-42,-108.35148451355289,"{0: 52, 1: 5, 2: 6, 3: 3, 4: 1}",0
726,False,"{'a': 0.9, 'e': 0.48366476711039125}",25,-14,-73.50311426163162,"{0: 31, 1: 3, 2: 3, 3: 0, 4: 2}",0
727,False,"{'a': 0.9, 'e': 0.4831811023432808}",25,17,-41.51573280018035,"{0: 5, 1: 2, 2: 0, 3: 0, 4: 1}",1
728,False,"{'a': 0.9, 'e': 0.4826979212409376}",25,9,14.131397402168956,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
729,False,"{'a': 0.9, 'e': 0.48221522331969663}",25,4,-85.59674625085647,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 1}",1
730,False,"{'a': 0.9, 'e': 0.4817330080963769}",20,15,-13.35913357670055,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
731,False,"{'a': 0.9, 'e': 0.48125127508828053}",30,9,17.020765047215022,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
732,False,"{'a': 0.9, 'e': 0.4807700238131923}",20,15,2.1086966600004464,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.9, 'e': 0.4802892537893791}",20,-34,-97.2596233156913,"{0: 42, 1: 3, 2: 6, 3: 1, 4: 2}",0
734,False,"{'a': 0.9, 'e': 0.4798089645355897}",30,23,11.902408315766918,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.9, 'e': 0.4793291555710541}",25,-12,-82.00269680837914,"{0: 25, 1: 6, 2: 4, 3: 1, 4: 1}",0
736,False,"{'a': 0.9, 'e': 0.47884982641548307}",20,16,8.679955746041674,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.9, 'e': 0.4783709765890676}",25,-13,-67.5290208056145,"{0: 32, 1: 2, 2: 1, 3: 1, 4: 2}",0
738,False,"{'a': 0.9, 'e': 0.4778926056124785}",25,-24,-159.20174640328528,"{0: 40, 1: 0, 2: 4, 3: 1, 4: 4}",0
739,False,"{'a': 0.9, 'e': 0.477414713006866}",20,6,27.018387865454233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
740,False,"{'a': 0.9, 'e': 0.47693729829385917}",30,-27,-142.4185496772518,"{0: 43, 1: 2, 2: 8, 3: 2, 4: 2}",0
741,False,"{'a': 0.9, 'e': 0.47646036099556527}",20,6,0.38914026854012973,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
742,False,"{'a': 0.9, 'e': 0.47598390063456975}",25,-7,-120.10123599309331,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 3}",0
743,False,"{'a': 0.9, 'e': 0.47550791673393517}",25,16,15.658254059619567,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
744,False,"{'a': 0.9, 'e': 0.4750324088172012}",25,-13,-133.78151825812736,"{0: 27, 1: 4, 2: 4, 3: 0, 4: 3}",0
745,False,"{'a': 0.9, 'e': 0.474557376408384}",20,-9,-0.09650452249549302,"{0: 24, 1: 3, 2: 2, 3: 0, 4: 0}",0
746,False,"{'a': 0.9, 'e': 0.47408281903197563}",20,11,12.306409810431752,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
747,False,"{'a': 0.9, 'e': 0.47360873621294364}",20,-26,-158.1355289577854,"{0: 36, 1: 0, 2: 4, 3: 3, 4: 3}",0
748,False,"{'a': 0.9, 'e': 0.4731351274767307}",20,6,-12.296997498058534,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
749,False,"{'a': 0.9, 'e': 0.472661992349254}",25,10,-40.98524052325513,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
750,False,"{'a': 0.9, 'e': 0.47218933035690475}",30,-3,-54.21232427527129,"{0: 24, 1: 3, 2: 4, 3: 2, 4: 0}",0
751,False,"{'a': 0.9, 'e': 0.4717171410265478}",30,-16,-68.38116574576388,"{0: 37, 1: 2, 2: 5, 3: 1, 4: 1}",0
752,False,"{'a': 0.9, 'e': 0.47124542388552126}",20,15,4.968763604582659,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
753,False,"{'a': 0.9, 'e': 0.4707741784616358}",25,-3,-106.73904832449958,"{0: 19, 1: 3, 2: 4, 3: 0, 4: 2}",0
754,False,"{'a': 0.9, 'e': 0.47030340428317413}",25,9,-41.53448699840959,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 0}",1
755,False,"{'a': 0.9, 'e': 0.46983310087889096}",20,-8,-21.625563935569502,"{0: 22, 1: 1, 2: 5, 3: 0, 4: 0}",0
756,False,"{'a': 0.9, 'e': 0.46936326777801207}",20,8,-68.21285455266434,"{0: 7, 1: 2, 2: 1, 3: 1, 4: 1}",1
757,False,"{'a': 0.9, 'e': 0.46889390451023405}",25,16,-9.15118343227501,"{0: 6, 1: 2, 2: 1, 3: 0, 4: 0}",1
758,False,"{'a': 0.9, 'e': 0.4684250106057238}",30,14,17.478607703030026,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
759,False,"{'a': 0.9, 'e': 0.4679565855951181}",20,10,-6.2713743624870535,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
760,False,"{'a': 0.9, 'e': 0.467488629009523}",25,19,4.8770737969358064,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.9, 'e': 0.46702114038051346}",35,18,-7.893590249287539,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 0}",1
762,False,"{'a': 0.9, 'e': 0.4665541192401329}",20,7,-7.803648218750902,"{0: 10, 1: 1, 2: 2, 3: 0, 4: 0}",1
763,False,"{'a': 0.9, 'e': 0.4660875651208928}",20,-12,-106.16865420802935,"{0: 24, 1: 3, 2: 1, 3: 2, 4: 2}",0
764,False,"{'a': 0.9, 'e': 0.4656214775557719}",20,-24,-71.84699811340272,"{0: 36, 1: 4, 2: 1, 3: 1, 4: 2}",0
765,False,"{'a': 0.9, 'e': 0.46515585607821613}",25,12,10.237541473278824,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
766,False,"{'a': 0.9, 'e': 0.46469070022213793}",25,-17,-22.562047240728866,"{0: 37, 1: 1, 2: 2, 3: 1, 4: 1}",0
767,False,"{'a': 0.9, 'e': 0.4642260095219158}",20,1,-54.48400914965893,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 1}",1
768,False,"{'a': 0.9, 'e': 0.46376178351239383}",25,2,-36.278630448753965,"{0: 18, 1: 0, 2: 3, 3: 2, 4: 0}",1
769,False,"{'a': 0.9, 'e': 0.46329802172888146}",25,19,7.326199185191446,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
770,False,"{'a': 0.9, 'e': 0.46283472370715256}",25,-12,-3.9270770698242186,"{0: 31, 1: 1, 2: 5, 3: 0, 4: 0}",0
771,False,"{'a': 0.9, 'e': 0.46237188898344544}",20,-10,-70.20084911307684,"{0: 22, 1: 2, 2: 4, 3: 1, 4: 1}",0
772,False,"{'a': 0.9, 'e': 0.461909517094462}",20,1,-5.560207728716557,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 0}",1
773,False,"{'a': 0.9, 'e': 0.4614476075773675}",30,21,-16.535160025525407,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
774,False,"{'a': 0.9, 'e': 0.46098615996979014}",25,-9,-58.37180374229114,"{0: 24, 1: 4, 2: 4, 3: 2, 4: 0}",0
775,False,"{'a': 0.9, 'e': 0.46052517380982033}",20,12,-39.60665163198137,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
776,False,"{'a': 0.9, 'e': 0.46006464863601054}",25,15,-1.268426602976512,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 0}",1
777,False,"{'a': 0.9, 'e': 0.4596045839873745}",20,-30,-57.18373324509234,"{0: 43, 1: 2, 2: 2, 3: 1, 4: 2}",0
778,False,"{'a': 0.9, 'e': 0.45914497940338717}",20,10,18.973405590190417,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,False,"{'a': 0.9, 'e': 0.45868583442398375}",20,15,9.026479111706713,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,False,"{'a': 0.9, 'e': 0.45822714858955976}",20,-6,-15.933470608451671,"{0: 19, 1: 4, 2: 3, 3: 0, 4: 0}",0
781,False,"{'a': 0.9, 'e': 0.4577689214409702}",30,10,13.08040655864987,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",1
782,False,"{'a': 0.9, 'e': 0.45731115251952925}",20,-18,-85.41162195264799,"{0: 30, 1: 0, 2: 6, 3: 0, 4: 2}",0
783,False,"{'a': 0.9, 'e': 0.45685384136700974}",30,-30,-66.42425106344432,"{0: 48, 1: 2, 2: 8, 3: 1, 4: 1}",0
784,False,"{'a': 0.9, 'e': 0.45639698752564273}",35,21,-27.309098789895028,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
785,False,"{'a': 0.9, 'e': 0.4559405905381171}",25,-25,-38.62770490422076,"{0: 42, 1: 5, 2: 1, 3: 0, 4: 2}",0
786,False,"{'a': 0.9, 'e': 0.4554846499475789}",20,-29,8.704883139953179,"{0: 42, 1: 2, 2: 5, 3: 0, 4: 0}",0
787,False,"{'a': 0.9, 'e': 0.4550291652976314}",20,2,-41.61455803068573,"{0: 14, 1: 2, 2: 0, 3: 1, 4: 1}",1
788,False,"{'a': 0.9, 'e': 0.4545741361323337}",25,5,-10.719642298322485,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",1
789,False,"{'a': 0.9, 'e': 0.4541195619962014}",30,-11,-2.385050121354385,"{0: 34, 1: 4, 2: 2, 3: 1, 4: 0}",0
790,False,"{'a': 0.9, 'e': 0.4536654424342052}",20,6,-17.80601860256267,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
791,False,"{'a': 0.9, 'e': 0.453211776991771}",20,3,-32.856346545428444,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 1}",1
792,False,"{'a': 0.9, 'e': 0.45275856521477925}",30,17,-68.57642837545043,"{0: 8, 1: 0, 2: 4, 3: 0, 4: 1}",1
793,False,"{'a': 0.9, 'e': 0.45230580664956443}",20,-25,-83.66270851412482,"{0: 36, 1: 3, 2: 4, 3: 0, 4: 2}",0
794,False,"{'a': 0.9, 'e': 0.45185350084291487}",20,-14,-70.87310612625399,"{0: 24, 1: 2, 2: 6, 3: 2, 4: 0}",0
795,False,"{'a': 0.9, 'e': 0.45140164734207194}",35,15,-81.63811852663129,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",1
796,False,"{'a': 0.9, 'e': 0.4509502456947299}",25,-6,-13.475242476603174,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 1}",0
797,False,"{'a': 0.9, 'e': 0.45049929544903516}",25,-1,-97.27991824408888,"{0: 18, 1: 4, 2: 1, 3: 1, 4: 2}",1
798,False,"{'a': 0.9, 'e': 0.4500487961535861}",30,2,33.00064848959473,"{0: 26, 1: 2, 2: 0, 3: 0, 4: 0}",1
799,False,"{'a': 0.9, 'e': 0.44959874735743255}",25,11,-1.1189828522240663,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
800,False,"{'a': 0.9, 'e': 0.4491491486100751}",30,16,4.366052962409827,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
801,False,"{'a': 0.9, 'e': 0.44869999946146505}",30,-12,-35.43734215089551,"{0: 33, 1: 1, 2: 8, 3: 0, 4: 0}",0
802,False,"{'a': 0.9, 'e': 0.44825129946200354}",20,0,-33.806140272472575,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",1
803,False,"{'a': 0.9, 'e': 0.4478030481625416}",30,-13,-20.995706947351188,"{0: 36, 1: 3, 2: 3, 3: 0, 4: 1}",0
804,False,"{'a': 0.9, 'e': 0.447355245114379}",20,16,6.813519563200448,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.9, 'e': 0.44690788986926466}",20,-15,-0.8165937814145703,"{0: 29, 1: 2, 2: 4, 3: 0, 4: 0}",0
806,False,"{'a': 0.9, 'e': 0.4464609819793954}",25,13,16.285605972770874,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.9, 'e': 0.44601452099741595}",20,-16,-54.29664212486837,"{0: 28, 1: 2, 2: 5, 3: 0, 4: 1}",0
808,False,"{'a': 0.9, 'e': 0.44556850647641855}",25,1,-21.780577861620753,"{0: 18, 1: 3, 2: 2, 3: 1, 4: 0}",1
809,False,"{'a': 0.9, 'e': 0.4451229379699421}",20,-4,14.7661108649705,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 0}",0
810,False,"{'a': 0.9, 'e': 0.4446778150319722}",30,8,-16.69329675914202,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 0}",1
811,False,"{'a': 0.9, 'e': 0.44423313721694024}",20,6,-37.500113964002935,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
812,False,"{'a': 0.9, 'e': 0.44378890407972327}",20,6,8.326619083225767,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.9, 'e': 0.44334511517564357}",30,7,-5.7999524470111234,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
814,False,"{'a': 0.9, 'e': 0.44290177006046794}",25,5,-69.33271746357681,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",1
815,False,"{'a': 0.9, 'e': 0.4424588682904074}",20,13,-12.10039286046634,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
816,False,"{'a': 0.9, 'e': 0.44201640942211706}",20,-42,-248.31540133691803,"{0: 41, 1: 5, 2: 9, 3: 4, 4: 3}",0
817,False,"{'a': 0.9, 'e': 0.4415743930126949}",20,6,7.646868210540644,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
818,False,"{'a': 0.9, 'e': 0.44113281861968223}",20,-28,15.930728724627468,"{0: 43, 1: 1, 2: 3, 3: 1, 4: 0}",0
819,False,"{'a': 0.9, 'e': 0.44069168580106255}",25,16,-28.562219522507352,"{0: 6, 1: 0, 2: 2, 3: 1, 4: 0}",1
820,False,"{'a': 0.9, 'e': 0.4402509941152615}",30,8,-10.252525340208715,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 0}",1
821,False,"{'a': 0.9, 'e': 0.4398107431211462}",20,10,17.732767684148687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,False,"{'a': 0.9, 'e': 0.4393709323780251}",30,11,-41.64992509882015,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 0}",1
823,False,"{'a': 0.9, 'e': 0.43893156144564704}",20,-10,-17.106640598271227,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
824,False,"{'a': 0.9, 'e': 0.4384926298842014}",20,6,20.66552235205105,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
825,False,"{'a': 0.9, 'e': 0.4380541372543172}",30,14,-23.686475011488767,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
826,False,"{'a': 0.9, 'e': 0.4376160831170629}",25,-3,-121.68740614510264,"{0: 20, 1: 0, 2: 4, 3: 2, 4: 2}",0
827,False,"{'a': 0.9, 'e': 0.4371784670339458}",25,15,17.994779932462098,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,False,"{'a': 0.9, 'e': 0.43674128856691186}",30,10,-58.27933467727517,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",1
829,False,"{'a': 0.9, 'e': 0.43630454727834495}",25,16,7.007110743584291,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
830,False,"{'a': 0.9, 'e': 0.4358682427310666}",30,22,0.46391261316330357,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
831,False,"{'a': 0.9, 'e': 0.43543237448833555}",25,16,5.211999989803385,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
832,False,"{'a': 0.9, 'e': 0.4349969421138472}",20,2,21.168877800465573,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
833,False,"{'a': 0.9, 'e': 0.43456194517173335}",25,14,1.046072447213802,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
834,False,"{'a': 0.9, 'e': 0.43412738322656164}",35,16,29.16941982894722,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
835,False,"{'a': 0.9, 'e': 0.43369325584333507}",20,7,17.52779861911735,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
836,False,"{'a': 0.9, 'e': 0.4332595625874917}",20,-23,-34.53159923628836,"{0: 35, 1: 3, 2: 2, 3: 3, 4: 0}",0
837,False,"{'a': 0.9, 'e': 0.43282630302490427}",20,11,14.650909203259555,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,False,"{'a': 0.9, 'e': 0.43239347672187933}",30,8,-33.04485099173623,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 1}",1
839,False,"{'a': 0.9, 'e': 0.4319610832451575}",25,6,-78.86298706525108,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 2}",1
840,False,"{'a': 0.9, 'e': 0.4315291221619123}",20,10,4.860112661410708,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
841,False,"{'a': 0.9, 'e': 0.43109759303975037}",20,2,-64.38868992684074,"{0: 13, 1: 0, 2: 3, 3: 1, 4: 1}",1
842,False,"{'a': 0.9, 'e': 0.43066649544671065}",20,-41,-63.964833499331874,"{0: 51, 1: 1, 2: 7, 3: 0, 4: 2}",0
843,False,"{'a': 0.9, 'e': 0.43023582895126394}",20,-2,2.1504072292931298,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 0}",0
844,False,"{'a': 0.9, 'e': 0.42980559312231265}",25,-17,-25.715756486866415,"{0: 36, 1: 1, 2: 4, 3: 0, 4: 1}",0
845,False,"{'a': 0.9, 'e': 0.42937578752919037}",20,-16,11.471344523210853,"{0: 31, 1: 1, 2: 4, 3: 0, 4: 0}",0
846,False,"{'a': 0.9, 'e': 0.42894641174166115}",20,12,2.5794147470737916,"{0: 6, 1: 2, 2: 0, 3: 0, 4: 0}",1
847,False,"{'a': 0.9, 'e': 0.4285174653299195}",20,-1,-106.00952720506288,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 3}",1
848,False,"{'a': 0.9, 'e': 0.42808894786458956}",20,-1,-23.235932581609642,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
849,False,"{'a': 0.9, 'e': 0.427660858916725}",20,13,12.948649891790183,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,False,"{'a': 0.9, 'e': 0.42723319805780824}",35,18,-5.8110268395322215,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
851,False,"{'a': 0.9, 'e': 0.4268059648597505}",20,3,26.15936470204938,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
852,False,"{'a': 0.9, 'e': 0.4263791588948907}",20,8,15.942216803607012,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,False,"{'a': 0.9, 'e': 0.4259527797359958}",20,5,-22.370133405214574,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 1}",1
854,False,"{'a': 0.9, 'e': 0.4255268269562598}",20,8,-32.45269200051732,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
855,False,"{'a': 0.9, 'e': 0.4251013001293036}",30,-1,-44.89379682560756,"{0: 24, 1: 1, 2: 4, 3: 2, 4: 0}",1
856,False,"{'a': 0.9, 'e': 0.42467619882917423}",30,15,-2.7995541619457027,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
857,False,"{'a': 0.9, 'e': 0.4242515226303451}",35,21,0.5526649358982711,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
858,False,"{'a': 0.9, 'e': 0.42382727110771473}",25,-34,-1.1441892616420986,"{0: 53, 1: 1, 2: 3, 3: 1, 4: 1}",0
859,False,"{'a': 0.9, 'e': 0.423403443836607}",20,5,-24.336585491669712,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
860,False,"{'a': 0.9, 'e': 0.42298004039277043}",25,-1,-40.21677324380845,"{0: 20, 1: 0, 2: 5, 3: 1, 4: 0}",1
861,False,"{'a': 0.9, 'e': 0.4225570603523776}",20,-12,13.141480356989653,"{0: 28, 1: 1, 2: 3, 3: 0, 4: 0}",0
862,False,"{'a': 0.9, 'e': 0.4221345032920253}",35,5,-3.2695200882702977,"{0: 26, 1: 1, 2: 1, 3: 2, 4: 0}",1
863,False,"{'a': 0.9, 'e': 0.42171236878873325}",25,17,20.39063424813733,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,False,"{'a': 0.9, 'e': 0.4212906564199445}",25,16,-4.353039588435519,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
865,False,"{'a': 0.9, 'e': 0.42086936576352457}",25,-18,-99.43171656167726,"{0: 36, 1: 2, 2: 2, 3: 0, 4: 3}",0
866,False,"{'a': 0.9, 'e': 0.42044849639776105}",25,12,18.63225306788322,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,False,"{'a': 0.9, 'e': 0.4200280479013633}",20,-18,-19.972150783357087,"{0: 34, 1: 2, 2: 0, 3: 1, 4: 1}",0
868,False,"{'a': 0.9, 'e': 0.4196080198534619}",25,14,-59.704620581458464,"{0: 7, 1: 2, 2: 0, 3: 1, 4: 1}",1
869,False,"{'a': 0.9, 'e': 0.41918841183360844}",20,-4,-23.922782939072572,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 0}",0
870,False,"{'a': 0.9, 'e': 0.41876922342177486}",25,-6,-52.37446909349221,"{0: 24, 1: 1, 2: 4, 3: 2, 4: 0}",0
871,False,"{'a': 0.9, 'e': 0.41835045419835304}",20,8,12.03970031803401,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
872,False,"{'a': 0.9, 'e': 0.4179321037441547}",20,4,7.836353944528147,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
873,False,"{'a': 0.9, 'e': 0.41751417164041055}",20,6,-1.3090528847474716,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
874,False,"{'a': 0.9, 'e': 0.4170966574687701}",25,-20,-8.152824301848531,"{0: 40, 1: 2, 2: 2, 3: 0, 4: 1}",0
875,False,"{'a': 0.9, 'e': 0.41667956081130136}",35,8,-141.38607745370533,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 4}",1
876,False,"{'a': 0.9, 'e': 0.41626288125049005}",20,16,6.590546963061562,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,False,"{'a': 0.9, 'e': 0.4158466183692396}",25,-23,-88.85352200472423,"{0: 38, 1: 3, 2: 4, 3: 1, 4: 2}",0
878,False,"{'a': 0.9, 'e': 0.41543077175087034}",20,-7,-28.87591798107185,"{0: 23, 1: 0, 2: 3, 3: 0, 4: 1}",0
879,False,"{'a': 0.9, 'e': 0.41501534097911946}",30,0,-44.31235092003312,"{0: 25, 1: 1, 2: 2, 3: 1, 4: 1}",1
880,False,"{'a': 0.9, 'e': 0.41460032563814037}",20,3,-5.914244760128051,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 0}",1
881,False,"{'a': 0.9, 'e': 0.4141857253125022}",20,-4,-80.04668815385271,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 1}",0
882,False,"{'a': 0.9, 'e': 0.4137715395871897}",20,15,9.684048439046942,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,False,"{'a': 0.9, 'e': 0.4133577680476025}",30,18,22.90334813945321,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,False,"{'a': 0.9, 'e': 0.4129444102795549}",20,6,-11.483197922821082,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 0}",1
885,False,"{'a': 0.9, 'e': 0.41253146586927536}",25,11,-11.556435248352983,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
886,False,"{'a': 0.9, 'e': 0.4121189344034061}",30,13,-54.61966208434045,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 1}",1
887,False,"{'a': 0.9, 'e': 0.4117068154690027}",20,7,-19.71870059150726,"{0: 10, 1: 0, 2: 2, 3: 1, 4: 0}",1
888,False,"{'a': 0.9, 'e': 0.4112951086535337}",20,5,-77.06213831745028,"{0: 9, 1: 1, 2: 3, 3: 1, 4: 1}",1
889,False,"{'a': 0.9, 'e': 0.4108838135448801}",20,12,12.153834317934825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,False,"{'a': 0.9, 'e': 0.41047292973133526}",20,4,26.5154665369751,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,False,"{'a': 0.9, 'e': 0.4100624568016039}",20,-4,-20.337683337213107,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",0
892,False,"{'a': 0.9, 'e': 0.40965239434480233}",20,-14,-6.866668084689,"{0: 30, 1: 2, 2: 1, 3: 0, 4: 1}",0
893,False,"{'a': 0.9, 'e': 0.4092427419504575}",25,2,-45.00367087790073,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 1}",1
894,False,"{'a': 0.9, 'e': 0.40883349920850703}",20,-12,-5.028990325483414,"{0: 26, 1: 3, 2: 3, 3: 0, 4: 0}",0
895,False,"{'a': 0.9, 'e': 0.40842466570929853}",25,-14,-89.00044603365376,"{0: 31, 1: 1, 2: 4, 3: 1, 4: 2}",0
896,False,"{'a': 0.9, 'e': 0.40801624104358925}",25,2,6.042470124852473,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
897,False,"{'a': 0.9, 'e': 0.40760822480254566}",30,15,-55.59400877894753,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 1}",1
898,False,"{'a': 0.9, 'e': 0.4072006165777431}",30,-2,-78.18739531230794,"{0: 25, 1: 1, 2: 4, 3: 0, 4: 2}",0
899,False,"{'a': 0.9, 'e': 0.40679341596116536}",25,7,-108.36910377226063,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 2}",1
900,False,"{'a': 0.9, 'e': 0.4063866225452042}",25,12,9.655937244874696,"{0: 11, 1: 2, 2: 0, 3: 0, 4: 0}",1
901,False,"{'a': 0.9, 'e': 0.405980235922659}",20,-10,26.46816895758122,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
